onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
811.068359375	0.26123046875	artefact	n/a	all	all	811.32958984375	1661068	1661603	n/a	n/a	n/a	n/a	n/a	n/a
874.68017578125	0.42919921875	artefact	n/a	all	all	875.109375	1791345	1792224	n/a	n/a	n/a	n/a	n/a	n/a
1326.64697265625	1.60546875	artefact	n/a	all	all	1328.25244140625	2716973	2720261	n/a	n/a	n/a	n/a	n/a	n/a
1451.27587890625	0.54150390625	artefact	n/a	all	all	1451.8173828125	2972213	2973322	n/a	n/a	n/a	n/a	n/a	n/a
3521.7509765625	0.24267578125	artefact	n/a	all	all	3521.99365234375	7212546	7213043	n/a	n/a	n/a	n/a	n/a	n/a
41.2314453125	3.080078125	eyes	opened	all	all	44.3115234375	84442	90750	n/a	n/a	n/a	n/a	n/a	n/a
44.3115234375	3555.7822265625	eyes	closed	all	all	3600.09375	90750	7372992	n/a	n/a	n/a	n/a	n/a	n/a
0.14892578125	456.8984375	sleep-wake transition	unknown	all	all	457.04736328125	305	936033	n/a	n/a	n/a	n/a	n/a	n/a
457.3271484375	3142.63671875	sleep	unknown	all	all	3599.9638671875	936606	7372726	n/a	n/a	n/a	n/a	n/a	n/a
1711.0078125	600.0185546875	sws selection	unknown	all	all	2311.0263671875	3504144	4732982	n/a	n/a	n/a	n/a	n/a	n/a
