onset	duration	trial_type	sub_type	electrodes_involved_onset	electrodes_involved_offset	offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_current	electrical_stimulation_frequency	electrical_stimulation_pulsewidth	notes
471.0078125	59.3486328125	artefact	n/a	XFR03	XFR03	530.3564453125	964624	1086170	n/a	n/a	n/a	n/a	n/a	n/a
597.7685546875	23.892578125	artefact	n/a	XFR01,XFR02	XFR01,XFR02	621.6611328125	1224230	1273162	n/a	n/a	n/a	n/a	n/a	n/a
621	0.3056640625	artefact	n/a	all	all	621.3056640625	1271808	1272434	n/a	n/a	n/a	n/a	n/a	n/a
978.46240234375	59.56201171875	artefact	n/a	AR10	AR10	1038.0244140625	2003891	2125874	n/a	n/a	n/a	n/a	n/a	n/a
1195.81982421875	1.57177734375	artefact	n/a	all	all	1197.3916015625	2449039	2452258	n/a	n/a	n/a	n/a	n/a	n/a
1295.72705078125	59.17333984375	artefact	n/a	GPR10	GPR10	1354.900390625	2653649	2774836	n/a	n/a	n/a	n/a	n/a	n/a
1338.12646484375	0.2880859375	artefact	n/a	all	all	1338.41455078125	2740483	2741073	n/a	n/a	n/a	n/a	n/a	n/a
1365.47900390625	0.8515625	artefact	n/a	all	all	1366.33056640625	2796501	2798245	n/a	n/a	n/a	n/a	n/a	n/a
1422.64453125	58.51220703125	artefact	n/a	PHR8	PHR8	1481.15673828125	2913576	3033409	n/a	n/a	n/a	n/a	n/a	n/a
1494.52880859375	0.34716796875	artefact	n/a	all	all	1494.8759765625	3060795	3061506	n/a	n/a	n/a	n/a	n/a	n/a
25.26611328125	2095.63427734375	stimulation	SPESclin	all	all	2120.900390625	51745	4343604	n/a	n/a	n/a	n/a	n/a	n/a
26.76513671875	0.001	electrical_stimulation	SPESclin	n/a	n/a	26.76613671875	54815	54817.048	monophasic	YFR01-YFR02	0.002	0.2	0.001	n/a
31.76513671875	0.001	electrical_stimulation	SPESclin	n/a	n/a	31.76613671875	65055	65057.048	monophasic	YFR01-YFR02	0.002	0.2	0.001	n/a
36.7646484375	0.001	electrical_stimulation	SPESclin	n/a	n/a	36.7656484375	75294	75296.048	monophasic	YFR01-YFR02	0.002	0.2	0.001	n/a
41.76416015625	0.001	electrical_stimulation	SPESclin	n/a	n/a	41.76516015625	85533	85535.048	monophasic	YFR01-YFR02	0.002	0.2	0.001	n/a
46.76416015625	0.001	electrical_stimulation	SPESclin	n/a	n/a	46.76516015625	95773	95775.048	monophasic	YFR01-YFR02	0.002	0.2	0.001	n/a
58.513671875	0.001	electrical_stimulation	SPESclin	n/a	n/a	58.514671875	119836	119838.048	monophasic	YFR02-YFR01	0.002	0.2	0.001	n/a
63.51318359375	0.001	electrical_stimulation	SPESclin	n/a	n/a	63.51418359375	130075	130077.048	monophasic	YFR02-YFR01	0.002	0.2	0.001	n/a
68.5126953125	0.001	electrical_stimulation	SPESclin	n/a	n/a	68.5136953125	140314	140316.048	monophasic	YFR02-YFR01	0.002	0.2	0.001	n/a
73.5126953125	0.001	electrical_stimulation	SPESclin	n/a	n/a	73.5136953125	150554	150556.048	monophasic	YFR02-YFR01	0.002	0.2	0.001	n/a
78.51220703125	0.001	electrical_stimulation	SPESclin	n/a	n/a	78.51320703125	160793	160795.048	monophasic	YFR02-YFR01	0.002	0.2	0.001	n/a
90.26123046875	0.001	electrical_stimulation	SPESclin	n/a	n/a	90.26223046875	184855	184857.048	monophasic	YFR02-YFR03	0.002	0.2	0.001	n/a
95.2607421875	0.001	electrical_stimulation	SPESclin	n/a	n/a	95.2617421875	195094	195096.048	monophasic	YFR02-YFR03	0.002	0.2	0.001	n/a
